alert_id,entity_id,source_system,timestamp_utc,typology,risk_score_source,vendor_metadata,alert_risk_band,rule_name,detection_channel,typology_confidence,user_id,segment,country,direction,amount,sanctions_hit,high_risk_country,repeated_typology,behavioral_baseline_deviation,cross_border,n_hist,peer_segment_percentile,timestamp,_row_index,_errors,_reason
ALT53056,USR40241,NICE,2026-02-19T16:41:53Z,bank_alert,55,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 10}",LOW,VelocityThreshold,surveillance,97.0,USR40241,corporate,US,out,177.03,False,False,False,0.0,False,0,0.5,2026-02-19T16:41:53Z,150,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT63742,USR43887,Actimize,2026-02-15T14:48:53Z,structuring,69,"{'rule_name': 'PEPMatch', 'alert_age_days': 2}",LOW,PEPMatch,transaction_monitor,97.0,USR43887,retail,US,out,318.32,False,False,False,0.0,False,0,0.5,2026-02-15T14:48:53Z,151,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT71633,USR67791,NICE,2026-03-07T19:20:53Z,burst_activity,90,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 13, 'detection_channel': 'transaction_monitor'}",LOW,SanctionsScreening,transaction_monitor,91.6,USR67791,corporate,US,out,21.8,False,False,False,0.0,False,0,0.5,2026-03-07T19:20:53Z,152,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT98197,USR51322,NICE,2026-02-20T12:18:53Z,high_risk_country,41,"{'rule_name': 'DormantReactivate', 'alert_age_days': 3, 'detection_channel': 'network_analytics'}",LOW,DormantReactivate,network_analytics,84.3,USR51322,retail,US,out,533.06,False,False,False,0.0,False,0,0.5,2026-02-20T12:18:53Z,153,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT80472,USR43301,Oracle FCC,2026-02-16T05:13:53Z,flow_through,38,"{'rule_name': 'PeerOutlier', 'alert_age_days': 1, 'detection_channel': 'network_analytics'}",LOW,PeerOutlier,network_analytics,48.3,USR43301,corporate,US,out,605.79,False,False,False,0.0,False,0,0.5,2026-02-16T05:13:53Z,154,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT62414,USR83973,NICE,2026-02-20T00:36:53Z,flow_through,75,"{'rule_name': 'AmountSpike', 'alert_age_days': 1, 'detection_channel': 'screening'}",LOW,AmountSpike,screening,51.8,USR83973,private_banking,US,out,510.32,False,False,False,0.0,False,0,0.5,2026-02-20T00:36:53Z,155,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT88022,USR65456,SAS,2026-02-07T02:51:53Z,low_buyer_diversity,20,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 12, 'detection_channel': 'network_analytics'}",LOW,SanctionsScreening,network_analytics,67.2,USR65456,corporate,US,out,5776.28,False,False,False,0.0,False,0,0.5,2026-02-07T02:51:53Z,156,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT48272,USR82275,NICE,2026-02-15T19:32:53Z,structuring,62,"{'rule_name': 'AmountSpike', 'alert_age_days': 12, 'detection_channel': 'network_analytics'}",LOW,AmountSpike,network_analytics,68.1,USR82275,private_banking,US,out,3987.53,False,False,False,0.0,False,0,0.5,2026-02-15T19:32:53Z,157,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT98490,USR40241,Oracle FCC,2026-02-22T05:20:53Z,sanctions,75,"{'rule_name': 'PEPMatch', 'alert_age_days': 7, 'detection_channel': 'network_analytics'}",LOW,PEPMatch,network_analytics,64.4,USR40241,smb,US,out,1232.48,False,False,False,0.0,False,0,0.5,2026-02-22T05:20:53Z,158,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT76381,USR83973,SAS,2026-03-06T07:25:53Z,high_amount_outlier,61,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 7, 'detection_channel': 'transaction_monitor'}",MEDIUM,VelocityThreshold,transaction_monitor,73.3,USR83973,private_banking,US,out,628.97,False,False,False,0.0,False,0,0.5,2026-03-06T07:25:53Z,159,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT65436,USR85828,Actimize,2026-02-28T21:40:53Z,bank_alert,48,"{'rule_name': 'StructPattern', 'alert_age_days': 8}",LOW,StructPattern,screening,57.8,USR85828,private_banking,US,out,5111.69,False,False,False,0.0,False,0,0.5,2026-02-28T21:40:53Z,160,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT90428,USR64385,Oracle FCC,2026-03-02T04:40:53Z,burst_activity,82,"{'rule_name': 'PEPMatch', 'alert_age_days': 1}",HIGH,PEPMatch,surveillance,80.9,USR64385,private_banking,US,out,1064.61,False,False,False,3.49523046612722,False,0,0.5,2026-03-02T04:40:53Z,161,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT51992,USR89311,Actimize,2026-02-23T02:28:53Z,high_amount_outlier,47,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 8}",LOW,CrossBorderFlow,network_analytics,52.7,USR89311,corporate,US,out,321.37,False,False,False,0.0,False,0,0.5,2026-02-23T02:28:53Z,162,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT72348,USR89311,FICO,2026-02-10T01:46:53Z,cross_border,73,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 13, 'detection_channel': 'network_analytics'}",LOW,CrossBorderFlow,network_analytics,52.5,USR89311,corporate,US,out,83.57,False,False,False,0.0,False,0,0.5,2026-02-10T01:46:53Z,163,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT29188,USR82275,SAS,2026-02-18T11:37:53Z,high_amount_outlier,54,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 0, 'detection_channel': 'screening'}",CRITICAL,SanctionsScreening,screening,38.7,USR82275,corporate,US,out,20133.061515574504,False,False,False,0.0,False,0,0.5,2026-02-18T11:37:53Z,164,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT96356,USR44568,Actimize,2026-03-08T16:00:53Z,smurfing,21,"{'rule_name': 'StructPattern', 'alert_age_days': 11}",LOW,StructPattern,transaction_monitor,42.8,USR44568,private_banking,US,out,3401.48,False,False,False,0.0,False,0,0.5,2026-03-08T16:00:53Z,165,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT62712,USR88788,NICE,2026-02-08T01:57:53Z,high_amount_outlier,59,"{'rule_name': 'DormantReactivate', 'alert_age_days': 4, 'detection_channel': 'network_analytics'}",MEDIUM,DormantReactivate,network_analytics,93.11832606079422,USR88788,private_banking,US,out,33349.83,False,False,False,0.0,False,0,0.8901092344591981,2026-02-08T01:57:53Z,166,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT78417,USR82275,Actimize,2026-03-05T03:10:53Z,sanctions,23,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 11}",MEDIUM,CrossBorderFlow,screening,60.3,USR82275,smb,US,out,1202.81,False,False,False,0.0,False,4,0.5,2026-03-05T03:10:53Z,167,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT46612,USR85828,NICE,2026-02-27T06:59:53Z,cross_border,89,"{'rule_name': 'StructPattern', 'alert_age_days': 3}",CRITICAL,StructPattern,screening,45.5,USR85828,retail,RU,out,347.92,False,True,False,0.0,False,0,0.5,2026-02-27T06:59:53Z,168,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT86812,USR97068,NICE,2026-02-15T06:33:53Z,cross_border,65,"{'rule_name': 'PEPMatch', 'alert_age_days': 10, 'detection_channel': 'network_analytics'}",HIGH,PEPMatch,network_analytics,81.6,USR97068,retail,TR,out,185.41,False,True,False,0.0,False,0,0.5,2026-02-15T06:33:53Z,169,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT8343,USR12811,Actimize,2026-03-02T02:18:53Z,burst_activity,47,"{'rule_name': 'StructPattern', 'alert_age_days': 7}",HIGH,StructPattern,surveillance,67.7,USR12811,retail,US,out,20764.78345718809,False,False,False,2.068432850098244,False,0,0.5,2026-03-02T02:18:53Z,170,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT12296,USR85828,Actimize,2026-03-03T20:42:53Z,flow_through,56,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 7}",LOW,VelocityThreshold,screening,31.4,USR85828,retail,US,out,77.72,False,False,False,0.0,False,0,0.5,2026-03-03T20:42:53Z,171,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT51204,USR63165,NICE,2026-02-08T01:16:53Z,sanctions,66,"{'rule_name': 'PeerOutlier', 'alert_age_days': 6}",MEDIUM,PeerOutlier,transaction_monitor,51.5,USR63165,retail,US,out,2503.68,False,False,False,0.0,False,4,0.5,2026-02-08T01:16:53Z,172,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT73508,USR69736,FICO,2026-02-09T22:46:53Z,dormant,39,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 1, 'detection_channel': 'screening'}",MEDIUM,SanctionsScreening,screening,55.279747525107474,USR69736,retail,US,out,3738.98,False,False,False,0.0,False,0,0.5,2026-02-09T22:46:53Z,173,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT81111,USR35452,Actimize,2026-02-26T17:29:53Z,dormant,41,"{'rule_name': 'StructPattern', 'alert_age_days': 3}",LOW,StructPattern,network_analytics,74.6,USR35452,private_banking,US,out,2109.95,False,False,False,0.0,False,0,0.5,2026-02-26T17:29:53Z,174,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT44568,USR6791,Oracle FCC,2026-03-08T17:30:53Z,high_risk_country,51,"{'rule_name': 'PeerOutlier', 'alert_age_days': 4, 'detection_channel': 'screening'}",CRITICAL,PeerOutlier,screening,48.7,USR6791,retail,PA,out,14278.471806590533,False,True,False,0.0,False,0,0.5,2026-03-08T17:30:53Z,175,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT65316,USR16522,SAS,2026-02-07T11:24:53Z,flow_through,39,"{'rule_name': 'DormantReactivate', 'alert_age_days': 3, 'detection_channel': 'surveillance'}",LOW,DormantReactivate,surveillance,34.4,USR16522,corporate,US,out,2559.1,False,False,False,0.0,False,0,0.5,2026-02-07T11:24:53Z,176,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT55756,USR35452,Actimize,2026-02-26T17:26:53Z,cross_border,76,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 9, 'detection_channel': 'screening'}",HIGH,SanctionsScreening,screening,33.7,USR35452,smb,CY,out,1417.16,False,True,False,0.0,False,0,0.5,2026-02-26T17:26:53Z,177,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT96189,USR37079,Oracle FCC,2026-02-10T20:26:53Z,smurfing,27,"{'rule_name': 'StructPattern', 'alert_age_days': 6, 'detection_channel': 'network_analytics'}",LOW,StructPattern,network_analytics,69.6,USR37079,retail,US,out,341.32,False,False,False,0.0,False,0,0.5,2026-02-10T20:26:53Z,178,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT65755,USR76113,Actimize,2026-02-26T06:14:53Z,smurfing,81,"{'rule_name': 'PEPMatch', 'alert_age_days': 5}",MEDIUM,PEPMatch,network_analytics,31.5,USR76113,corporate,US,out,17599.37,False,False,False,0.0,False,0,0.9228121493587516,2026-02-26T06:14:53Z,179,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT42267,USR27675,FICO,2026-02-25T10:56:53Z,structuring,46,"{'rule_name': 'DormantReactivate', 'alert_age_days': 6, 'detection_channel': 'surveillance'}",MEDIUM,DormantReactivate,surveillance,100.0,USR27675,private_banking,US,out,647.09,False,False,False,0.0,False,6,0.8019356691680046,2026-02-25T10:56:53Z,180,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT97010,USR71747,Oracle FCC,2026-02-09T11:16:53Z,high_amount_outlier,62,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 10, 'detection_channel': 'network_analytics'}",LOW,SanctionsScreening,network_analytics,40.6,USR71747,private_banking,US,out,3510.9,False,False,False,0.0,False,0,0.5,2026-02-09T11:16:53Z,181,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT11617,USR44340,FICO,2026-02-27T04:16:53Z,smurfing,31,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 1, 'detection_channel': 'surveillance'}",MEDIUM,CrossBorderFlow,surveillance,93.77858065895444,USR44340,private_banking,US,out,29.14,False,False,False,0.0,False,4,0.8494877045546687,2026-02-27T04:16:53Z,182,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT98472,USR63165,FICO,2026-03-05T16:00:53Z,high_risk_country,48,"{'rule_name': 'PEPMatch', 'alert_age_days': 8}",LOW,PEPMatch,screening,60.2,USR63165,corporate,US,out,7440.6,False,False,False,0.0,False,0,0.5,2026-03-05T16:00:53Z,183,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT16247,USR85828,SAS,2026-03-04T15:49:53Z,structuring,76,"{'rule_name': 'PeerOutlier', 'alert_age_days': 7, 'detection_channel': 'surveillance'}",HIGH,PeerOutlier,surveillance,60.1,USR85828,corporate,US,out,9928.31,False,False,True,0.0,False,0,0.5,2026-03-04T15:49:53Z,184,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT29534,USR67791,Actimize,2026-02-07T15:01:53Z,sanctions,40,"{'rule_name': 'StructPattern', 'alert_age_days': 9, 'detection_channel': 'network_analytics'}",LOW,StructPattern,network_analytics,34.9,USR67791,retail,US,out,1146.82,False,False,False,0.0,False,0,0.5,2026-02-07T15:01:53Z,185,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT82324,USR45038,FICO,2026-02-14T03:12:53Z,burst_activity,29,"{'rule_name': 'PEPMatch', 'alert_age_days': 0}",MEDIUM,PEPMatch,network_analytics,92.3579916482393,USR45038,private_banking,US,out,2535.53,False,False,False,0.0,False,5,0.5,2026-02-14T03:12:53Z,186,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT73640,USR67791,Oracle FCC,2026-02-13T23:32:53Z,rapid_velocity,59,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 6, 'detection_channel': 'transaction_monitor'}",MEDIUM,SanctionsScreening,transaction_monitor,90.7,USR67791,corporate,US,out,2534.55,False,False,False,0.0,False,0,0.9316468352839962,2026-02-13T23:32:53Z,187,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT97064,USR6381,Actimize,2026-02-20T08:31:53Z,cross_border,32,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 8}",LOW,CrossBorderFlow,surveillance,30.7,USR6381,smb,US,out,418.14,False,False,False,0.0,False,0,0.5,2026-02-20T08:31:53Z,188,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT75247,USR88788,Oracle FCC,2026-02-11T01:07:53Z,dormant,43,"{'rule_name': 'DormantReactivate', 'alert_age_days': 1}",LOW,DormantReactivate,transaction_monitor,42.1,USR88788,smb,US,out,2491.61,False,False,False,0.0,False,0,0.5,2026-02-11T01:07:53Z,189,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT64063,USR88788,FICO,2026-03-04T09:16:53Z,high_risk_country,53,"{'rule_name': 'AmountSpike', 'alert_age_days': 8}",MEDIUM,AmountSpike,surveillance,98.23491536576007,USR88788,corporate,US,out,326.05,False,False,False,0.0,False,8,0.5,2026-03-04T09:16:53Z,190,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT35302,USR67791,FICO,2026-03-02T01:25:53Z,low_buyer_diversity,62,"{'rule_name': 'DormantReactivate', 'alert_age_days': 10}",LOW,DormantReactivate,surveillance,67.4,USR67791,retail,US,out,440.04,False,False,False,0.0,False,0,0.5,2026-03-02T01:25:53Z,191,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT1466,USR73574,Actimize,2026-03-03T00:09:53Z,smurfing,67,"{'rule_name': 'PEPMatch', 'alert_age_days': 0, 'detection_channel': 'screening'}",LOW,PEPMatch,screening,40.2,USR73574,private_banking,US,out,5945.65,False,False,False,0.0,False,0,0.5,2026-03-03T00:09:53Z,192,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT13262,USR78605,NICE,2026-02-12T16:51:53Z,structuring,70,"{'rule_name': 'PEPMatch', 'alert_age_days': 0, 'detection_channel': 'network_analytics'}",LOW,PEPMatch,network_analytics,43.8,USR78605,smb,US,out,4731.45,False,False,False,0.0,False,0,0.5,2026-02-12T16:51:53Z,193,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT30479,USR12811,Actimize,2026-02-07T04:38:53Z,high_risk_country,83,"{'rule_name': 'StructPattern', 'alert_age_days': 5}",LOW,StructPattern,network_analytics,74.9,USR12811,retail,US,out,380.1,False,False,False,0.0,False,0,0.5,2026-02-07T04:38:53Z,194,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT5053,USR20146,SAS,2026-03-06T01:48:53Z,high_amount_outlier,24,"{'rule_name': 'PEPMatch', 'alert_age_days': 0, 'detection_channel': 'transaction_monitor'}",LOW,PEPMatch,transaction_monitor,79.3,USR20146,smb,US,out,364.9,False,False,False,0.0,False,0,0.5,2026-03-06T01:48:53Z,195,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT51309,USR88788,NICE,2026-02-15T10:09:53Z,flow_through,47,"{'rule_name': 'AmountSpike', 'alert_age_days': 7, 'detection_channel': 'transaction_monitor'}",LOW,AmountSpike,transaction_monitor,70.8,USR88788,private_banking,US,out,416.38,False,False,False,0.0,False,0,0.5,2026-02-15T10:09:53Z,196,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT77956,USR54542,Actimize,2026-02-26T10:39:53Z,low_buyer_diversity,20,"{'rule_name': 'PeerOutlier', 'alert_age_days': 3}",MEDIUM,PeerOutlier,transaction_monitor,100.0,USR54542,smb,US,out,3291.04,False,False,False,0.0,False,0,0.5,2026-02-26T10:39:53Z,197,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT96361,USR52647,FICO,2026-03-06T00:56:53Z,flow_through,20,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 1}",HIGH,SanctionsScreening,network_analytics,63.6,USR52647,corporate,US,out,23002.9737444439,False,False,True,0.0,False,0,0.5,2026-03-06T00:56:53Z,198,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT49479,USR71747,FICO,2026-02-07T20:11:53Z,dormant,35,"{'rule_name': 'AmountSpike', 'alert_age_days': 12, 'detection_channel': 'surveillance'}",LOW,AmountSpike,surveillance,50.4,USR71747,private_banking,US,out,1872.57,False,False,False,0.0,False,0,0.5,2026-02-07T20:11:53Z,199,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT87624,USR45045,Actimize,2026-02-06T22:05:53Z,flow_through,64,"{'rule_name': 'AmountSpike', 'alert_age_days': 8, 'detection_channel': 'surveillance'}",LOW,AmountSpike,surveillance,62.5,USR45045,retail,US,out,3361.93,False,False,False,0.0,False,0,0.5,2026-02-06T22:05:53Z,200,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT98567,USR69736,SAS,2026-02-06T22:03:53Z,high_risk_country,87,"{'rule_name': 'AmountSpike', 'alert_age_days': 0, 'detection_channel': 'network_analytics'}",LOW,AmountSpike,network_analytics,54.5,USR69736,private_banking,US,out,960.67,False,False,False,0.0,False,0,0.5,2026-02-06T22:03:53Z,201,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT86122,USR97561,SAS,2026-02-11T10:42:53Z,high_amount_outlier,78,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 13}",MEDIUM,SanctionsScreening,network_analytics,65.80382639717439,USR97561,smb,US,out,4989.52,False,False,False,0.0,False,8,0.5,2026-02-11T10:42:53Z,202,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT47031,USR76113,NICE,2026-02-08T07:20:53Z,burst_activity,68,"{'rule_name': 'AmountSpike', 'alert_age_days': 10}",LOW,AmountSpike,transaction_monitor,33.1,USR76113,corporate,US,out,694.74,False,False,False,0.0,False,0,0.5,2026-02-08T07:20:53Z,203,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT33200,USR9213,Oracle FCC,2026-03-03T08:32:53Z,bank_alert,78,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 11, 'detection_channel': 'transaction_monitor'}",LOW,CrossBorderFlow,transaction_monitor,54.0,USR9213,retail,US,out,795.7,False,False,False,0.0,False,0,0.5,2026-03-03T08:32:53Z,204,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT97812,USR64385,Oracle FCC,2026-02-24T22:24:53Z,smurfing,32,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 11}",MEDIUM,CrossBorderFlow,screening,88.1572807287724,USR64385,retail,US,out,253.19,False,False,False,0.0,False,7,0.9143601637485652,2026-02-24T22:24:53Z,205,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT24949,USR70051,Actimize,2026-03-08T03:47:53Z,structuring,82,"{'rule_name': 'StructPattern', 'alert_age_days': 12}",HIGH,StructPattern,screening,31.3,USR70051,private_banking,US,out,24935.42780885545,False,False,True,0.0,False,0,0.5,2026-03-08T03:47:53Z,206,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT41745,USR97068,Actimize,2026-03-02T19:13:53Z,flow_through,86,"{'rule_name': 'AmountSpike', 'alert_age_days': 6, 'detection_channel': 'surveillance'}",LOW,AmountSpike,surveillance,59.9,USR97068,private_banking,US,out,347.31,False,False,False,0.0,False,0,0.5,2026-03-02T19:13:53Z,207,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT8328,USR65456,Actimize,2026-03-07T15:38:53Z,sanctions,27,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 10, 'detection_channel': 'transaction_monitor'}",LOW,VelocityThreshold,transaction_monitor,73.8,USR65456,private_banking,US,out,1853.18,False,False,False,0.0,False,0,0.5,2026-03-07T15:38:53Z,208,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT79573,USR43887,FICO,2026-02-13T21:54:53Z,high_risk_country,55,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 9, 'detection_channel': 'screening'}",LOW,VelocityThreshold,screening,71.5,USR43887,corporate,US,out,985.38,False,False,False,0.0,False,0,0.5,2026-02-13T21:54:53Z,209,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT65333,USR75808,Actimize,2026-02-15T09:21:53Z,dormant,82,"{'rule_name': 'PeerOutlier', 'alert_age_days': 6}",MEDIUM,PeerOutlier,transaction_monitor,82.8,USR75808,smb,US,out,226.07,False,False,False,0.0,False,0,0.5,2026-02-15T09:21:53Z,210,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT9397,USR97068,SAS,2026-03-04T05:43:53Z,sanctions,55,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 3}",LOW,VelocityThreshold,transaction_monitor,85.1,USR97068,retail,US,out,439.81,False,False,False,0.0,False,0,0.5,2026-03-04T05:43:53Z,211,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT22970,USR88788,Oracle FCC,2026-02-14T02:27:53Z,dormant,83,"{'rule_name': 'DormantReactivate', 'alert_age_days': 2}",LOW,DormantReactivate,transaction_monitor,78.4,USR88788,smb,US,out,8728.15,False,False,False,0.0,False,0,0.5,2026-02-14T02:27:53Z,212,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT55990,USR16522,Oracle FCC,2026-02-08T11:21:53Z,dormant,90,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 11}",LOW,SanctionsScreening,transaction_monitor,37.0,USR16522,corporate,US,out,1483.98,False,False,False,0.0,False,0,0.5,2026-02-08T11:21:53Z,213,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT54500,USR8594,Oracle FCC,2026-02-26T19:55:53Z,sanctions,55,"{'rule_name': 'PeerOutlier', 'alert_age_days': 10}",LOW,PeerOutlier,surveillance,62.3,USR8594,smb,US,out,241.36,False,False,False,0.0,False,0,0.5,2026-02-26T19:55:53Z,214,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT80403,USR8594,SAS,2026-03-02T18:50:53Z,sanctions,24,"{'rule_name': 'AmountSpike', 'alert_age_days': 3, 'detection_channel': 'screening'}",LOW,AmountSpike,screening,71.0,USR8594,smb,US,out,1733.66,False,False,False,0.0,False,0,0.5,2026-03-02T18:50:53Z,215,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT27343,USR6381,NICE,2026-03-07T19:15:53Z,low_buyer_diversity,45,"{'rule_name': 'StructPattern', 'alert_age_days': 12}",LOW,StructPattern,screening,46.7,USR6381,retail,US,out,880.8,False,False,False,0.0,False,0,0.5,2026-03-07T19:15:53Z,216,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT92544,USR45038,NICE,2026-03-06T14:09:53Z,burst_activity,36,"{'rule_name': 'PEPMatch', 'alert_age_days': 3, 'detection_channel': 'screening'}",LOW,PEPMatch,screening,32.9,USR45038,smb,US,out,195061.39,False,False,False,0.0,False,0,0.5,2026-03-06T14:09:53Z,217,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT45002,USR65456,Actimize,2026-02-10T08:42:53Z,cross_border,55,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 10}",MEDIUM,SanctionsScreening,surveillance,45.2,USR65456,retail,US,out,1681.91,False,False,False,0.0,False,4,0.922477590996642,2026-02-10T08:42:53Z,218,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT82434,USR43301,FICO,2026-03-01T22:04:53Z,dormant,63,"{'rule_name': 'DormantReactivate', 'alert_age_days': 5}",LOW,DormantReactivate,network_analytics,60.9,USR43301,retail,US,out,619.59,False,False,False,0.0,False,0,0.5,2026-03-01T22:04:53Z,219,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT24599,USR64385,FICO,2026-03-04T03:21:53Z,smurfing,54,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 4}",MEDIUM,VelocityThreshold,surveillance,66.09468416533541,USR64385,retail,US,out,9228.41,False,False,False,0.0,False,0,0.5,2026-03-04T03:21:53Z,220,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT4660,USR73574,SAS,2026-02-27T16:47:53Z,burst_activity,34,"{'rule_name': 'VelocityThreshold', 'alert_age_days': 11, 'detection_channel': 'surveillance'}",LOW,VelocityThreshold,surveillance,42.0,USR73574,corporate,US,out,69.3,False,False,False,0.0,False,0,0.5,2026-02-27T16:47:53Z,221,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT6450,USR45045,NICE,2026-03-03T08:24:53Z,dormant,42,"{'rule_name': 'CrossBorderFlow', 'alert_age_days': 3, 'detection_channel': 'surveillance'}",LOW,CrossBorderFlow,surveillance,86.1,USR45045,smb,US,out,1263.3,False,False,False,0.0,False,0,0.5,2026-03-03T08:24:53Z,222,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT37897,USR6381,NICE,2026-03-03T21:29:53Z,low_buyer_diversity,70,"{'rule_name': 'StructPattern', 'alert_age_days': 13}",LOW,StructPattern,surveillance,92.9,USR6381,retail,US,out,21843.15,False,False,False,0.0,False,0,0.5,2026-03-03T21:29:53Z,223,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT95361,USR6381,FICO,2026-02-20T03:39:53Z,flow_through,22,"{'rule_name': 'SanctionsScreening', 'alert_age_days': 2}",LOW,SanctionsScreening,transaction_monitor,43.7,USR6381,corporate,US,out,921.22,False,False,False,0.0,False,0,0.5,2026-02-20T03:39:53Z,224,['vendor_metadata must be a dict'],vendor_metadata must be a dict
ALT5821,USR78605,NICE,2026-02-07T23:03:53Z,high_amount_outlier,36,"{'rule_name': 'StructPattern', 'alert_age_days': 10}",MEDIUM,StructPattern,network_analytics,100.0,USR78605,retail,US,out,81.45,False,False,False,0.0,False,3,0.5,2026-02-07T23:03:53Z,225,['vendor_metadata must be a dict'],vendor_metadata must be a dict
